,address,name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,type_of_restaurant
30064,"No 4, Ground Floor, 29th Main Road, Kuvempu Nagar, Stage 2, BTM Layout, Bengaluru",Petoo,Yes,No,4.0,25,BTM,"North Indian, Fast Food, Street Food",275.0,Delivery
30065,"1081, First Floor, 18th Cross, 14th Main, Sector 3, HSR, Bangalore",Vintage Shack,Yes,Yes,3.9,161,HSR,"North Indian, Continental",450.0,Delivery
30066,"1st Floor, 1st Cross, Besides Bosch, Koramangala 7th Block, Bangalore",INDULGE by InnerChef,Yes,No,3.6,29,Koramangala 7th Block,"Desserts, Bakery",200.0,Delivery
30067,"8, 4th Floor, 80 Feet Road, Koramangala 4th Block, Bangalore",Via Milano,Yes,Yes,4.2,1626,Koramangala 4th Block,"Salad, Italian, Desserts, Pizza",750.0,Delivery
30068,"34, 1st Main, Next To HDFC Bank, 1st Block, Koramangala, Bangalore",Dreams Cafe - All Day English Food St.,Yes,No,3.8,230,Koramangala 1st Block,"Cafe, Continental, Burger",300.0,Delivery
30069,"77/A, 4th Floor Floor, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Crawl Street,Yes,Yes,4.3,2572,Koramangala 5th Block,"Continental, Finger Food, North Indian, Chinese",600.0,Delivery
30070,"31, 27th Main, VGS Layout, Ejipura, Bangalore",North Indian Tadka,Yes,No,3.0,6,Ejipura,"Chinese, North Indian",100.0,Delivery
30071,"NS Palya, 4th Phase, Near Shoppers Stop, BTM, Bangalore",Baba Ka Dhaba,Yes,No,3.7,195,BTM,North Indian,200.0,Delivery
30072,"61, 1st Main, Koramangala 7th Block, Bangalore",Smoke - The Sizzler House,Yes,Yes,4.0,1390,Koramangala 7th Block,"Continental, Chinese, Thai, Italian, BBQ, Steak",550.0,Delivery
30073,"413, 7th Cross, Oppsite to HDFC Bank, Domlur, Bangalore",Donne Biriyani Mane,Yes,No,3.1,22,Domlur,"Biryani, North Indian",125.0,Delivery
30074,"744, 13th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",Vyanjan,Yes,No,3.9,203,BTM,"North Indian, Street Food",150.0,Delivery
30075,"1, SJR Primus, Adjacent Raheja Arcade, Koramangala 7th Block, Bangalore",Punjab Bistro,Yes,Yes,4.4,459,Koramangala 7th Block,North Indian,750.0,Delivery
30078,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore",The Monalisa Restaurant,Yes,No,3.3,4,Koramangala 5th Block,Chinese,150.0,Delivery
30079,"Shop 355/1 14th B Cross, Sector 6, HSR, Bangalore",Kwality Cakes N Bakes,Yes,No,3.7,92,HSR,"Bakery, Desserts",200.0,Delivery
30080,"6F01 Palm Springs, 16 Main, 7 C Cross, Koramangala 4th Block, Bangalore",Brownie Points,Yes,No,3.8,25,Koramangala 4th Block,"Bakery, Desserts",150.0,Delivery
30081,"67, 13th Main, Mahadeshwara Nagar, NS Palya, 2nd Stage, BTM, Bangalore",RBP Greens Garden,Yes,No,2.7,48,BTM,"North Indian, Chinese",350.0,Delivery
30082,"473, KHB Colony, 17th C Main, Koramangala 5th Block, Bangalore",Cafe Medley,Yes,No,4.2,1063,Koramangala 5th Block,"Cafe, Continental, Burger",400.0,Delivery
30083,"145, 60ft Road, KHB Colony, Koramangala 5th Block, Bangalore",Drunkling - Sizzlers and Pub,Yes,Yes,4.4,347,Koramangala 5th Block,"Chinese, Continental, North Indian, Burger, Pizza, Seafood",500.0,Delivery
30084,"40, 1st Avenue Street, Teacher Colony, Jakkasandra, 5th Sector, HSR, Bangalore",GrannyzHut,Yes,No,3.4,8,HSR,"Bengali, North Indian",175.0,Delivery
30085,"174, Keerthana House, Near Someshwara Temple, Old Madiwala, 1st Stage, BTM, Bangalore",Call A Cake,Yes,No,3.6,41,BTM,Bakery,250.0,Delivery
30086,"16, 80 Feet Road, 7th Main, Opposite SBI, Koramangala 1st Block, Bangalore",Ramji Chaiwale,Yes,No,3.8,94,Koramangala 1st Block,"Beverages, Fast Food",125.0,Delivery
30087,"150, 9th Main Road, Sector 6, HSR Layout, Bangalore",Kulfisthan,Yes,No,3.5,7,HSR,Ice Cream,75.0,Delivery
30088,"5, 16th Main, 2nd Stage, BTM, Bangalore",Snack Knack,Yes,No,3.0,36,BTM,"North Indian, Chinese",100.0,Delivery
30089,"168, Above Aishwarya Departmental Store, 7th Main, Koramangala 1st Block, Bangalore",Pingara,Yes,No,3.8,94,Koramangala 1st Block,"North Indian, Chinese, Mangalorean",300.0,Delivery
30090,"110, 17-B Main, 6th Block, Koramangala 6th Block, Bangalore",Juice Junction Food Court,Yes,No,3.7,70,Koramangala 6th Block,"Beverages, Juices, Fast Food",125.0,Delivery
30091,"No 04, 1st Main Road, NS Palya, Bannerghatta Main Rd, Mico Layout, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India",Chaatimes,Yes,No,4.2,9,BTM,"Street Food, Fast Food",125.0,Delivery
30094,"88/26, Mariyappa Bulding, Tavarkere Main Road, BTM, Bangalore",Samosa Express,Yes,No,3.1,9,BTM,Street Food,100.0,Delivery
30095,"643, Indiqube Octagon, 80 Feet Road, Koramangala 4th Block, Bangalore",Qube Cafe,Yes,No,4.2,169,Koramangala 4th Block,"Cafe, Desserts",350.0,Delivery
30096,"925, Opposite Magnus Diagnostic Center, ST Bed Layout, Koramangala 4th Block, Bangalore",Oregano Pizzeria,Yes,No,3.7,52,Koramangala 4th Block,"Cafe, Italian, Pizza",225.0,Delivery
30097,"#30, 31, 2nd Cross Road, Bhuvanappa Layout, Thaverekere Main Road, Opposite Forum Mall, Koramangala 7th Block",Calicut Durbar,Yes,No,3.8,57,Koramangala 7th Block,"Arabian, North Indian",250.0,Delivery
30098,"22, 6th A cross, Jakkasandra Extension, Koramangala 1st Block opposide Agara lake near the dhanush driving school.Bangalore",The Kitchen,Yes,No,3.6,9,Koramangala 1st Block,North Indian,150.0,Delivery
30099,"521/570, 2nd Floor, Teacher's Colony, Venkatapura, HSR, Bangalore",Ustaad Biryani,Yes,No,3.2,5,HSR,Biryani,250.0,Delivery
30100,"612, Basil Montana, 4th Floor, Above YES Bank, 80 Feet Road, Koramangala 4th Block, Bangalore",Attic Lounge,Yes,Yes,4.0,1238,Koramangala 4th Block,Cafe,350.0,Delivery
30101,"84, Hosur Main Road, Madivala, BTM, Bangalore",Swaadam Veg,Yes,No,3.6,34,BTM,"South Indian, Chinese",150.0,Delivery
30102,"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",Reddy's Restaurant,Yes,No,3.7,141,HSR,"Andhra, Biryani, South Indian, Chinese",250.0,Delivery
30103,"Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",Cookie Man,Yes,No,4.0,100,Koramangala 7th Block,Bakery,75.0,Delivery
30104,"183, 5th Cross, Koramangala 5th Block, Bangalore",Ganesh Restaurant,Yes,No,3.7,51,Koramangala 5th Block,"Chinese, Street Food",150.0,Delivery
30105,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6, HSR, Bangalore",Mak n Vak - Fyn,Yes,No,3.9,338,HSR,"North Indian, Chinese",250.0,Delivery
30106,"688, 3rd Cross, 29th Main Road, 2nd Stage, BTM, Bangalore",Hang10 Resto N Cafe,Yes,No,3.7,101,BTM,"Cafe, North Indian, Chinese",350.0,Delivery
30107,"6th Cross Road, Koramangala 6th Block, Bangalore",Rolls & Co,Yes,No,3.9,213,Koramangala 6th Block,"Burger, Beverages, Rolls",200.0,Delivery
30108,"49/1, 14th A Cross, 2nd Stage, Indiranagar, Bangalore",Pathy's Kitchen,Yes,No,3.5,21,Indiranagar,Andhra,250.0,Delivery
30109,"37, 80 Feet Road, Opposite Indian Oil Petrol Bank, Koramangala 6th Block, Bangalore",Eshmeet Da Dhaba,Yes,No,3.1,120,Koramangala 6th Block,"North Indian, Chinese",250.0,Delivery
30110,"236, Shop 3, Near Hero Honda Show Room, Amarjyoti Layout, Domlur, Bangalore",Galli Belly,Yes,No,3.4,9,Domlur,"Sandwich, Rolls",100.0,Delivery
30111,"1018, 80 Feet Road, Near Wipro Tech Park, 1st Block, Koramangala 1st Block, Bangalore",Sharma's Malai & Masala,Yes,No,4.0,457,Koramangala 1st Block,North Indian,325.0,Delivery
30112,"11, 80 Feet Road, Next to SBI, Koramangala 1st Block, Bangalore",Bistro Claytopia,Yes,Yes,4.1,1855,Koramangala 1st Block,"Cafe, American, Italian, Burger",300.0,Delivery
30113,"523, 3rd Cross Road, KHB Block, Koramangala 5th Block, Bangalore",Lassi Corner,Yes,No,3.5,16,Koramangala 5th Block,"Beverages, Desserts",150.0,Delivery
30114,"253, Ground Floor, 5th Main, 17th Cross, Sector 6, HSR, Bangalore",Calvin's,Yes,No,3.8,22,HSR,Desserts,400.0,Delivery
30115,"145, 60ft Road, KHB Colony, Koramangala 5th Block, Bangalore",Wild Thyme Restaurant,No,No,4.5,42,Koramangala 5th Block,"Chinese, Continental, North Indian, Italian, Seafood",400.0,Delivery
30117,"219/2, 1st Floor, 9th Main, 15th A Cross, 6th Sector, HSR, Bangalore",Atithi,Yes,Yes,3.9,224,HSR,"North Indian, Chinese, Street Food",400.0,Delivery
30118,"7th Main, 18th Cross NS Palya, 2nd Stage",Kababish Restaurant,Yes,No,3.6,15,BTM,"North Indian, Chinese, Arabian",350.0,Delivery
30119,"458, Ground Floor, 2nd Main, Outer Ring Road, HSR, Bangalore",Swad 'E' Punjab,Yes,No,3.6,51,HSR,"North Indian, Chinese, Mughlai",250.0,Delivery
30120,"33, 80 Feet Road, Near Maharaja Signal, Koramangala 4th Block, Bangalore",The Beer Cafe,Yes,Yes,4.2,1176,Koramangala 4th Block,"Finger Food, Chinese, Italian, Burger",650.0,Delivery
30121,"900, 80 Feet Main Road, Opp Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, Bangalore",Paratha Singh Pakora King,Yes,No,3.7,36,Koramangala 6th Block,"Rajasthani, North Indian, Street Food",150.0,Delivery
30122,"1839, 41st Cross, Putlanpalya, 9th Block, Jayanagar, Bengaluru, Bengaluru",Jayanagar Grill House,Yes,No,3.5,35,Jayanagar,"Biryani, Kebab",125.0,Delivery
30123,"666, Outer Ring Road, 28th Main, BTM, Bangalore",Chilld Monk,Yes,No,3.5,8,BTM,"Desserts, Ice Cream",125.0,Delivery
30124,"S-8, Sapthagiri Mansion, 1st, Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Chef Baker's,Yes,No,3.6,37,Koramangala 1st Block,Bakery,225.0,Delivery
30125,"9, Nanjappa Reddy Layout, Koramangala 8th Block, Bengaluru",Ghee Positive,Yes,No,3.8,48,Koramangala 8th Block,"North Indian, Chinese",150.0,Delivery
30126,"28th Cross, Ejipura Viveknagar Post, Near Mayura Garden Apartment, Ejipura",Mid Night Hunting,Yes,No,3.7,127,Ejipura,"Fast Food, Italian",150.0,Delivery
30127,"101, 1st Floor, 3rd Cross, Narayana Reddy Layout, 80 Feet Road, Koramangala 6th Block, Bangalore",Midnight Mania,Yes,No,4.1,725,Koramangala 6th Block,"Pizza, Italian, Beverages",350.0,Delivery
30128,"71/72, The Elite, 5th Block, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Dice N Dine,Yes,Yes,4.3,1807,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",450.0,Delivery
30129,"1st Main, GK Tower, Koramangala 4th Block, Bangalore",Sober Turtle,No,No,3.3,39,Koramangala 4th Block,"Street Food, Sandwich, Beverages",125.0,Delivery
30132,"607, First Floor, 80 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",Carrots,Yes,Yes,4.1,601,Koramangala 6th Block,"Italian, North Indian, Healthy Food, Desserts",550.0,Delivery
30133,"49/6-15, 3rd Main Road, Janatha Colony, Jakkasandra, Koramangala 1st Block, Bangalore",A.M New Punjab Food Corner,Yes,No,3.5,21,Koramangala 1st Block,"North Indian, Chinese",175.0,Delivery
30134,"# 8 (169) 11th cross S.R Nagar Residency Road, Bangalore",Venkateshwara Foods,Yes,No,3.0,13,Residency Road,"Street Food, South Indian",200.0,Delivery
30135,"639, Near JP Dental Clinic, Koramangala 8th Block, Bangalore",Milk N Shakes,Yes,No,3.8,47,Koramangala 8th Block,Beverages,150.0,Delivery
30136,"524, 17th E Main, KHB Block, KHB Colony, Koramangala 5th Block, Bangalore",Uday Sweets,Yes,No,3.8,34,Koramangala 5th Block,"Mithai, Fast Food",125.0,Delivery
30137,"H-14, 1st Main, 80 Feet Road, KR Garden, Koramangala 8th Block, Bangalore",Taste of Nepal,Yes,No,3.5,24,Koramangala 8th Block,"Nepalese, Momos, Chinese",175.0,Delivery
30138,"4, 1st Main, Koramangala 1st Block, Bangalore",ReFresh Juice Junction,Yes,No,4.1,57,Koramangala 1st Block,"Juices, Fast Food",100.0,Delivery
30139,"23, 3rd Floor, 26th Main Road, Opposite Ragigudda Arch, 9th Block Jayanagar, Bangalore",Willys Top Cafe,Yes,No,4.0,310,Jayanagar,"Cafe, Continental, Asian",375.0,Delivery
30140,"418/2, Green Leaf Layout, 80 Feet Road, Koramangala 4th Block, Bangalore",Pipabu,Yes,No,3.8,75,Koramangala 4th Block,"Continental, Italian, Chinese",375.0,Delivery
30141,"271, Opposite Amruth Park Entrance, 17th F Main, KHB Colony, Koramangala 5th Block, Bangalore",Flavour of Himalaya,Yes,No,3.7,24,Koramangala 5th Block,Asian,250.0,Delivery
30142,"1, 13th Cross Road, Maruti Nagar, 1st Stage, BTM, Bangalore",Borah's Kitchen,Yes,No,3.3,12,BTM,"North Indian, Chinese",125.0,Delivery
30143,"294, 4th Floor, 7th Main, 7th Cross, Mico Employees Griha Nirmana Sangha Layout, 2nd Stage, BTM, Bangalore",Ruh's Cafe,Yes,No,4.1,465,BTM,"Cafe, American, Italian, Continental, Chinese",250.0,Delivery
30144,"78, Ground Floor, Right Wing, 11th Main, 14th Cross, Behind BDA Complex, HSR, Bangalore",Cinnamon,Yes,No,3.9,450,HSR,"North Indian, Chinese, Biryani",275.0,Delivery
30145,"421/A, 80 Feet Rd, 6th Block, Koramangala, Bengaluru",Aubree Le Chocolatier,Yes,No,3.5,18,Koramangala 6th Block,Desserts,150.0,Delivery
30146,"450, 17th Cross, Sector 4, HSR Layout, Bangalore",South Side Grill,Yes,No,3.5,14,HSR,"Mughlai, North Indian, Andhra",300.0,Delivery
30148,"32, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Banjara Melting Pot,Yes,Yes,4.2,767,Koramangala 4th Block,"North Indian, Chinese, Seafood",850.0,Delivery
30151,"1050, 1st Floor, 80 Feet Road, 3rd Block, Koramangala 3rd Block, Bangalore",Mustard Food Court,Yes,No,3.6,165,Koramangala 3rd Block,"North Indian, Chinese",250.0,Delivery
30152,"75, Near Tavarekere Bus Stop, Tavarekere Road",Khan's Biryani,Yes,No,3.0,11,BTM,"Biryani, North Indian",100.0,Delivery
30153,"323, 29th Main Road, MCHS Colony, Stage 2, BTM, Bangalore",Chatter Platter,Yes,No,3.4,30,BTM,"North Indian, Chinese, Rolls, Fast Food",150.0,Delivery
30156,"Swagat Garuda Mall Ground Floor Shanthinagara, Jayanagar, Bangalore",Shawarma Inc,Yes,No,0.0,0,Jayanagar,"Rolls, Lebanese",100.0,Delivery
30159,"Eat Street, 900, 80 Feet Main Road, Opp Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",TOKI Taco House,Yes,No,3.6,72,Koramangala 6th Block,Mexican,100.0,Delivery
30162,"35, 16th Main Road, Near Nico Layout, 2nd stage, BTM Bangalore",JP Fish Land,Yes,No,3.6,24,BTM,Seafood,150.0,Delivery
30163,"5, 100 Feet Ring Road, Opposite Reliance Fresh, 1st Stage, BTM, Bangalore",Tandoor Garden,Yes,No,3.6,71,BTM,"North Indian, Chinese, Kebab",175.0,Delivery
30165,"Ground Floor, Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",Haagen Dazs,Yes,No,3.9,79,Koramangala 7th Block,"Ice Cream, Desserts",400.0,Delivery
30167,"59, 9th Main, Old Gurappanapalya, BTM, Bangalore",Ilyazsab The House Of Chicken,Yes,No,4.0,120,BTM,"Rolls, Kebab",125.0,Delivery
30168,"526/A & 517/A, First Floor, Ganesha Complex, 19th Main Road, 3rd Sector, HSR, Bangalore",Nutri Fit,Yes,No,3.4,5,HSR,Healthy Food,150.0,Delivery
30169,"2, 2nd Floor, 100 Feet Road, Koramangala 5th Block, Bangalore",Over The Top Terrace Lounge,No,Yes,3.9,1389,Koramangala 5th Block,"Continental, North Indian",700.0,Delivery
30170,"203, KHB Block, Koramangala 5th Block, Bangalore",Kinpeetos,Yes,No,3.9,64,Koramangala 5th Block,"Lebanese, Greek",150.0,Delivery
30171,"1332, 24th Cross Road, Kottapalya, 9th Block, Jayanagar, Bangalore",Chai Culture,Yes,No,3.6,8,Jayanagar,Beverages,100.0,Delivery
30172,"1st Main, Sudugunda Palya, Near Srinivasa Theatre, BTM, Bangalore",Bake and Juice,Yes,No,3.5,15,BTM,"Fast Food, North Indian",200.0,Delivery
30173,"Shop 213, Grace Point, Opposite Bosch Back Gate, 1st Main Road, Koramangala 7th Block, Bangalore",Laziz Pizza,Yes,No,3.8,46,Koramangala 7th Block,"Fast Food, Burger, Pizza",200.0,Delivery
30174,"205, KHB Colony, 17th E Main, Koramangala 5th Block, Bangalore",Shree Thali,No,No,4.1,183,Koramangala 5th Block,North Indian,75.0,Delivery
30175,"10, Near Post Office, 16th Main Rd, Mahadeshwara Nagar, 2nd Stage, BTM, Bangalore",Tongue Twisters,Yes,No,3.5,283,BTM,"Bengali, North Indian, Oriya",175.0,Delivery
30176,"18th Main Park, 17th H Main Road, Koramangala 5th Block, Bangalore",Black Deer,Yes,No,4.4,149,Koramangala 5th Block,"Beverages, Desserts",175.0,Delivery
30177,"41/1, 2nd Cross, 8th Cross, Koramangala 8th Block, Bangalore",Nutripress,Yes,No,3.3,4,Koramangala 8th Block,Juices,100.0,Delivery
30178,"82, Tavarekere Main Road",Mangalore Lunch Home,Yes,No,3.6,43,BTM,"North Indian, South Indian, Mangalorean",125.0,Delivery
30179,"#16, 6th A Cross, 16th Main Road, Opposite Post Office, BTM Stage 2, BTM, Bangalore",Joon Restaurant,Yes,No,3.7,31,BTM,"Arabian, Chinese, North Indian, Kerala, Juices",200.0,Delivery
30180,"476, Opposite BDA Park, KHB Colony, Koramangala 5th Block, Bangalore",Bistro Oui,Yes,Yes,4.1,402,Koramangala 5th Block,"Cafe, Continental, Salad, Steak",600.0,Delivery
30181,"Opposite Federal Bank, Tavarekere Main Road, BTM Bangalore",Royal Paris,Yes,No,3.8,71,BTM,"North Indian, Arabian, Chinese",500.0,Delivery
30183,"20th, J cross, Ejipura Rama temple road, Bangalore",Kevins Kitchen,Yes,No,3.8,103,Koramangala 6th Block,"North Indian, Chinese, Biryani",200.0,Delivery
30184,"269, 6th Main, MICO layout, BTM 2nd Stage, BTM, Bangalore",TheRiceBowl.In,Yes,No,3.4,19,BTM,"Biryani, North Indian",100.0,Delivery
30185,"767-768, 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bangalore",Eatery Have U Been,Yes,No,3.4,35,BTM,"Cafe, Chinese, Fast Food, Burger, North Indian",250.0,Delivery
30187,"1131/1, 17th Cross, 7th Sector HSR, Bangalore",Davanagere Benne Dose,Yes,No,3.9,106,HSR,South Indian,75.0,Delivery
30188,"77/A, Ground Floor, Cygnus Chambers, JNC Road, Koramangala 5th Block, Bangalore",Kopper Kadai,Yes,Yes,4.1,1697,Koramangala 5th Block,"North Indian, Chinese",600.0,Delivery
30189,"Shop 6, 1st Main Road, Muneshawara Nagar, Sector 6, HSR, Bangalore",Mid-Night Crunch,Yes,No,3.7,455,HSR,"North Indian, Chinese",200.0,Delivery
30191,"12/11, Opposite SBM Bank, 20th Main, 100 Feet Road, BTM, Bangalore",New Friends,Yes,No,3.8,273,BTM,"North Indian, Continental, Chinese, Steak",450.0,Delivery
30193,"7, 2nd Cross, Brindavan Nagar, Ist Main Road, BTM, Bangalore",Momo Jojo,Yes,No,3.4,6,BTM,"Chinese, Tibetan, Momos",150.0,Delivery
30195,"25, 7th Cross Road, Teacher's Colony, Jakkasandra, HSR Layout, Sector 5, Koramangala 1st Block, Bangalore",Kings Kitchen,Yes,No,3.3,7,Koramangala 1st Block,"Biryani, North Indian",250.0,Delivery
30196,"727, 10th Main, 7th Cross, 2nd Stage, BTM Layout, BTM, Bangalore",Flavour of China,Yes,No,3.8,254,BTM,Chinese,300.0,Delivery
30197,"20-1, Chikkadugodi Main Road, DRC Post",Tasty Magic,Yes,No,2.7,73,BTM,"Chinese, North Indian",300.0,Delivery
30198,"99, 100ft Ring Road, 2nd Colony, 1st Stage, BTM, Bangalore",Tasty Jigarthanda,Yes,No,3.4,11,BTM,"Beverages, Ice Cream",75.0,Delivery
30199,"70, Prem Chambers, Jyothi Nivas Collage Road, Koramangala 5th Block, Bangalore",Potato Bae,Yes,No,4.1,56,Koramangala 5th Block,Fast Food,250.0,Delivery
30200,"80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Cochin Connection,Yes,No,3.6,41,Koramangala 6th Block,"Kerala, South Indian",250.0,Delivery
30201,"L1-04,Splendid Plaza, 100 Feet Main Road, Koramangala 5th Block, Bangalore",The French Loaf,No,No,3.8,34,Koramangala 5th Block,"Bakery, Desserts, Sandwich",200.0,Delivery
30202,"1, SJR Primus, 1st Floor, Opposites Forum Mall Signal, Koramangala 7th Block, Bangalore",Harry's Bar + Cafe,Yes,Yes,4.2,1367,Koramangala 7th Block,"Asian, American, Mexican",700.0,Delivery
30203,"80 Feet Road, Above Liberty Showroom, 4th Block, Koramangala 4th Block, Bangalore",MK Dabbawala,Yes,No,3.1,5,Koramangala 4th Block,North Indian,200.0,Delivery
30204,"612/1, Lotus Building, 3rd Floor, 80Ft Road, Koramangala 4th Block, Bangalore",PagalKhana,Yes,Yes,3.9,144,Koramangala 4th Block,"Continental, Chinese, Fast Food, Beverages",500.0,Delivery
30205,"Near Jyoti Nivas College, 1st Main, Koramangala 5th Block, Bangalore",Bombay Kulfis,Yes,No,3.9,27,Koramangala 5th Block,Ice Cream,100.0,Delivery
30206,"4, 4th Main Road, Bhrudhavan Nagar, Tavarekere, BTM, Bangalore",Midnight Restro,Yes,No,3.4,55,BTM,"North Indian, Fast Food",250.0,Delivery
30207,"17, 19th Cross, 7th Main Road, NS Palya, BTM 2nd Stage, BTM, Bangalore",Hungry Buddies,Yes,No,3.3,33,BTM,North Indian,75.0,Delivery
30208,"8, Hosur Main Road, BTM, Bangalore",Arabian Bites,Yes,No,3.4,24,BTM,"North Indian, Chinese",250.0,Delivery
30209,"1-90/18, 100 Feet Ring Road, 9th Main Road, 1st Stage, BTM, Bangalore",Natural Mumbai Kulfi,Yes,No,3.5,8,BTM,Ice Cream,65.0,Delivery
30210,"936, 16th Main Road, 2nd Stage, Kuvempu Nagar, BTM, Bangalore",Big Mishra Pedha,No,No,3.7,61,BTM,Mithai,125.0,Delivery
30213,"202, 6th Cross, Lakshmi Layout, Behind Arekere, Mico Layout, Bannerghatta Road, Bangalore",Khana Khazana,Yes,No,3.7,22,Bannerghatta Road,North Indian,200.0,Delivery
30215,"1291, 25th Main, Near Big Bazaar, 9th Block, Jayanagar, Bangalore",Rajvardhan Foods,Yes,No,3.9,316,Jayanagar,"Street Food, Maharashtrian",150.0,Delivery
30216,"900, 1st, Floor, Eat Street, 80 Feet Road, Koramangala 6th Block, Bangalore",Entropy Cafe,Yes,No,4.1,505,Koramangala 6th Block,"Cafe, Chinese, Pizza, North Indian, Burger",300.0,Delivery
30217,"6/1, Ejipura Pipeline Road, Ejipura, Bangalore",A3 Nuwang Kitchen,Yes,No,3.7,42,Ejipura,"Chinese, North Indian",150.0,Delivery
30218,"188, 5th Cross, KHB Colony, Koramangala 5th Block, Bangalore",North Indian And Bengali Mess,No,No,3.7,34,Koramangala 5th Block,"North Indian, Bengali",150.0,Delivery
30219,"22, Ground Floor, 7th Cross, 1st B Main, 2nd Stage, BTM, Bangalore",Freeze It,Yes,No,3.6,6,BTM,Ice Cream,150.0,Delivery
30220,"1816, 41st Cross, 9th Block, Jayanagar, Bangalore",Fudge,Yes,No,3.2,12,Jayanagar,"Desserts, Momos",100.0,Delivery
30221,"NGR Layout, Roopena Agrahara, Bommanahalli, Bangalore",Sip N Bite,No,No,3.3,11,Bommanahalli,"Fast Food, North Indian, South Indian, Chinese",150.0,Delivery
30222,"488, Basement, Opposite Krishna Temple, Koramangala 5th Block, Bangalore",A Today Thick Shakes,No,No,3.2,9,Koramangala 5th Block,Beverages,100.0,Delivery
30223,"80, Boss Square, Ground Floor, 1st Cross, 2nd Main, Vysya Bank Colony, 2nd Stage, BTM, Bangalore",The Cuboidal,Yes,No,3.6,16,BTM,"Fast Food, Beverages, Sandwich",150.0,Delivery
30224,"36, 100 Feet Road, Koramangala 6th Block, Bangalore",Kargeens,Yes,No,4.1,992,Koramangala 6th Block,"Cafe, Continental, Italian",300.0,Delivery
30225,"30, SG Palya Main Road, Madiwala, BTM, Bangalore",Cafe 221B,Yes,Yes,3.7,49,BTM,"Cafe, Beverages",150.0,Delivery
30226,"401, Furnome Piccaso, Near SilkBoard Junction, HSR, Bangalore",Big Fat Brownie,Yes,No,3.4,6,HSR,"Bakery, Sandwich",200.0,Delivery
30229,"18, Masjid Street, Opp Akbari Masjid Neelasandra, Richmond, Richmond Road, Bangalore",Al Swaad Take Away,Yes,No,3.1,13,Richmond Road,"North Indian, South Indian, Arabian",175.0,Delivery
30230,"Shop 260, 4th Cross Road, 12th Main, Koramangala 4th Block, Bangalore",Gulp The Pulp,Yes,No,3.7,19,Koramangala 4th Block,"Beverages, Juices, Healthy Food",100.0,Delivery
30231,"1, 1st Floor, BTM Complex, 9th Main Road, Opposite Reliance Fresh, 1st Stage, BTM, Bangalore",China Tang,Yes,No,3.7,41,BTM,Chinese,300.0,Delivery
30232,"66, 1st Cross Road, KEB Colony, New Gurappana Palya, 1st Stage, BTM Layout, Bangalore",Armaani Caffe,Yes,No,3.5,12,BTM,Fast Food,125.0,Delivery
30233,"99, 4th B Cross, Koramangala 5th Block, Bangalore",Momo Hut,Yes,No,4.0,685,Koramangala 5th Block,"Chinese, Tibetan, Momos",125.0,Delivery
30234,"Forum Mall, Ground Floor, Koramangala 7th Block, Bangalore",Frolic,Yes,No,4.0,34,Koramangala 7th Block,"Juices, Ice Cream",100.0,Delivery
30235,"22, Ground Floor, 9th Main, 2nd Cross Road, BTM Layout 1, Bangalore",Healthy Parathawala,Yes,No,0.0,0,BTM,North Indian,100.0,Delivery
30236,"202, 1st Main, 8th Cross, Lakshmi Layout, BTM Second Stage, N S Palya, Bannerghatta Road, Banglore",Biryani Nights,Yes,No,3.5,20,Bannerghatta Road,"South Indian, North Indian, Chinese",200.0,Delivery
30237,"16/1, 33rd Main Road, 1st Stage, BTM, Bangalore",2nd Home Restaurant,Yes,No,3.7,21,BTM,"South Indian, North Indian, Chinese",250.0,Delivery
30239,"14, 1st Floor, HAL Airport Road, Indiranagar, Bangalore",Eat Well,Yes,No,3.5,33,Indiranagar,"North Indian, Chinese",200.0,Delivery
30240,"7, 1st Floor, HSR Layout, Sector 7, Bangalore",Dhaba Express,Yes,No,3.7,175,HSR,"Biryani, Fast Food, North Indian, Chinese",200.0,Delivery
30242,"8th Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Malabar Treat,Yes,No,3.4,6,Koramangala 1st Block,"North Indian, Arabian, South Indian, Chinese",250.0,Delivery
